Date nuforc,Time norc,City2,county norc,occupation,Summary
4/9/1998,06:05,Nitshill,,,silent and fast triangle no lights brown? in colour
1/9/1998,19:30,DartfordTunnel,,,Dark grey silent hovering triangle with lights on each corner - over England.
23/8/1998,20:30,NorthWales,,,"Round black circular object,sighted in a feild in north wales uk."
21/8/1998,21:00,Glastonbury,Somerset,,red ball splits in 2 then joins back together over middle drove glastonbury england 1998
15/8/1998,22:30,Luton,Bedfordshire,,light moving in a line before dissappearing
15/8/1998,20:28,Southampton,Hampshire,,mysterios grey silent blob like shape errily glides across from my view
7/8/1998,23:00,Polzeth,,,"eight glowing orbs in v triangular formation, high speed."
28/7/1998,02:00,Aldershot,Hants,,I woke up around 2 am to a humming sound.
24/7/1998,00:00,Plymouth,Devon,,we saw some lights in the sky in the shape of a cigar' no sound was heard and no jetstream trailed behind. It went in a straight line a
23/7/1998,23:45,KirkbyinAshfield,,,It was just like 2 stars circling each other.
20/7/1998,01:35,EastFinchley,,,A Trinangular shape with a slightly concave back edge flew acroos the sky. It was glowing gold.
18/7/1998,21:00,Ramsgate,Kent,,"Thre lights High Level >40,000ft over Ramsgate in Kent UK in 1998 at about 9PM+"
17/7/1998,21:00,Scunthorpe,South Humberside,,Lights shining on the floor next to me.
15/7/1998,23:55,London,London,,I saw a silent unlit grey banana shaped ufo
10/7/1998,01:05,UK/Scotland,,,"Several light's reported seen in the Sky over Scotland,on the West Coast"
7/7/1998,23:50,Liverpool,Merseyside,,"Liverpool July 98, bright star like UFO. Moved at varied unexplainable speeds before disapering"
16/6/1998,02:15,Stainforth,,,A very strange thing
12/6/1998,22:00,Kent,,,there were 2 craft one was higher than the other and we followed them home in my car when we arrived home i decided to go to the meadow
11/6/1998,00:15,Gateshead,Tyne ? Wear,,black trianglur craft with colour lights underneath it.
6/6/1998,17:00,Edinburgh,Edinburgh,,"moved slowly in one direction, paused for 3/4 mins before turning 90 degrees and moving away from us."
6/6/1998,14:00,Skelmersdale,Lancashire,,"10 metre diameter red orb, moving slowly, event followed by lightening"
1/6/1998,23:55,LondonUK/England),,,Space Napped
1/6/1998,21:00,Dumfries,Dumfriesshire,,i remember it well when i was out side in my back garden i saw this light it was coming from the sky so i looked up it was this huge tr
1/6/1998,19:00,Trowbridge,Wiltshire,,"3 large orange lights, stationary in a line, suddenly vanished one by one."
1/6/1998,14:05,Glasgow,Lanarkshire,,Small black object manipulating a cumulus/nimbus cloud roughly in the direction of Fastlane nuclear submarine base
17/5/1998,22:05,Wimborne/Dorset,,,I was standing at my back door having a cigarete when I saw 3 bright orange lights in a perfect triangular fashion moving very slowly t
15/5/1998,15:00,Manchester,Greater Manchester,,Triangular craft spotted low down in UK.
15/4/1998,19:00,Cromer,Norfolk,,"ball the size of a childs soccer ball, flying eratically at head height above the car, and at end of the road to my house."
23/3/1998,18:45,Lichfield;Staffordshire,,,"Golden cigar tail fin, motionless in sky, high elevation, sudden brilliant flash of light preceding total disappearance. Viewed from ca"
12/3/1998,22:00,EmleyMoor,,,HBCCUFO CANADIAN REPORT: A flying saucer at ground level about to take off.
12/3/1998,19:00,Stantonbury,Buckinghamshire,,Black Triangle shaped UFO/UAP
7/3/1998,01:00,Newcastle upon tyne,Tyne & Wear,,Massive object
6/3/1998,23:55,Southampton,Hampshire,,we had been out and on the way home (because we had to be home by 12;00) and the sky lit up and a purple and brown shape appeared it wa
1/3/1998,03:00,Sunderland,Tyne ? Wear,,"Oblong craft, moved slowly across night sky out to sea. No noise or lights"
26/2/1998,00:25,Crosshills,,,i think of it daily me 30yrs son ((deleted)) 10 daughter ((daughter's name deleted)) approx 1.
29/1/1998,19:30,SwadlincoteNrBurtonuponTrent,,,A Triangular object with lights in each corner and a central light was seen. It circled slowly at low altitude (500 ft) below cloud cov
21/1/1998,20:42,Bradford,West Yorkshire,,Whilst waiting for my wagon to be unloaded i was looking up at a clear sky suddenly 4 dull orangey(glowing maybe) oval shapes passed t
10/1/1998,18:00,London,London,,Large orange ball of light over London late 1990's
8/1/1998,22:00,Poole,Dorset,,Sighting of strange orange light (ball of fire?) in Poole Dorset 1998
24/12/1997,20:08,Watford,Hertfordshire,,"Dim, orange, circular object (centre of disk brighter than outside edge), travelling from NE across sky to SW, changing direction by ap"
10/12/1997,19:00,Walsall,West Midlands,,"I saw two circluar lights attached to a dark shape, which moved silently and quickly and disappeared."
6/12/1997,01:45,Birkenhead,Merseyside,,"Hello. First may I say I had great dificulty in trying to register my details, I hope soon you will open a website that will encom"
15/11/1997,19:00,Northampton,Northamptonshire,,WINTER 97/98 BRIGHT LIGHT TRAVELLING AT HIGH SPEED IN DIFFERENT DIRECTIONS TOWARDS THE EAST LASTED ABOUT 5 SECONDS.
27/10/1997,19:30,Stoke-on-Trent,Staffordshire,,TRANSLUCENT (V) FORMATION OBJECTS AT CLOSE QUARTERS 1997
20/10/1997,22:00,Grimsby,South Humberside,,Bright green egg shaped object hovering for some time then shot off in a nothern direction very fast
15/10/1997,23:30,FortWilliam,,,UFO exploded in the West Highlands of Scotland..
12/10/1997,10:30,Poole,Dorset,,"UFO Sighted in Poole, Dorset England"
20/9/1997,02:00,Nottingham,Nottinghamshire,,"Triangular, 3 dimensional, lower section, smaller than top section, what seemed to be entrance /exit ports, no glasses that I could see"
17/9/1997,00:30,Birmingham,West Midlands,,I saw it earlier in the day on derelict land 3 4 beings around it.then it took off about 12 30 am slowly climbing above the houses move
21/8/1997,22:00,harrogate.menwithhillusbaseatthetime.,,,"It was taking a straight path then all of a sudden stopped. Took a path back diagonal left downward, then stopped."
19/8/1997,23:00,London,London,,"small circular flashing object emiting different colours, seemingly shaking, plus another circular object separating and parallel to, o"
19/8/1997,22:45,SouthNormanton,,,NOTICED ODD CLOUD SAW BRIGHT LIGHT MOVING LEFT TO RIGHT AND BACK. SOMETHING DROPPED OUT OF BASE SHIFTED OVERHEAD OF US. SHAPE OF CANDLE
18/8/1997,21:30,Swansea,Glamorgan,,"Disc shaped seen quite far away travelling extremely fast, looked like a comet but was hovering about 15 feet away from us"
18/8/1997,20:30,Countryside/rural,,,three ufo's (green pale rings) interchanging follwed us for over 10 miles- and neighbour also!!!
8/8/1997,18:20,Tadley,,,"cluster of ufo's over Hampshire, England"
3/8/1997,10:00,Darvel,Ayrshire,,saucer shaped object with point seen above Darvel at time of Halle Bop
1/8/1997,20:30,Bradford,West Yorkshire,,Metallic baseball sized spere seen in Bradford Yorkshire England
30/7/1997,23:40,BognorRegis,,,3 Blurred Circles.
26/7/1997,01:00,Sheffield,South Yorkshire,,"White glowing sphere up very close, with missing time, Bradfield, UK July 97'"
21/7/1997,02:00,London,London,,"Very high up, and shot across the sky, performing and small zig-zag then shooting off"
18/7/1997,00:00,Wolverhampton,West Midlands,,"close sighting, diamond silver ufo"
17/7/1997,21:20,Leeds,West Yorkshire,,"A sighting of a matt black spherical UFO in the skies of Leeds ,UK after a plane journey to Paris,France ."
15/7/1997,22:30,Sleaford,Lincolnshire,,faint orange lights high in sky moving rapidly at high altitude
13/7/1997,23:30,Telford,Shropshire,,20 min. video footage of ufo recorded in England 1997.
13/7/1997,01:30,Hull,North Humberside,,"A RED BALL SHAPE,WITH BLUE HALO SURROUNDING IT. IN THE MIDDLE IT WAS A BRIGHT METALLIC PINK COLOUR. THERE WAS SEVERAL FLASHING BLUE AND"
29/6/1997,23:35,Ballymoney,Co Antrim,,glowing object moving east - west and upwad at high speed. no disernable shape it must have been about 20000 feet up it seemed to move
21/6/1997,00:15,London,London,,"On leaving a restaurant awiating a Taxis, We looked at the sky.It was a Full Moon that night, We saw several spherical lights some of w"
15/6/1997,10:30,Lancaster,Lancashire,,a dark oval shaped object that made no sound that travelled at very very high speeds
12/6/1997,23:00,Frodsham/Northwich,,,"Saw light in night sky, quite close 150m, no sound, no movement, 5 mins plus, unpopulated area, white light, uk."
6/6/1997,02:00,Swansea,West Glamorgan,,"2am saw lights through tent , was very low to us,had no sound and was triange and also was very slow passing over us."
6/6/1997,00:00,Sunderland,Tyne ? Wear,,"A silent orange ball (not the sun!) hovering, then rising in the air repeatedly, then changing colour to silver and shooting of through"
1/6/1997,18:00,HemelHempstead,,,"I was out in my garden looking to see if I could see the comet Hail Bop,,it was nice and ark,,I could see aircraft heading in and out o"
1/6/1997,13:00,Liverpool,Merseyside,,My name is Wayne. I am 43 years of age. This event took place in 1997. It has haunted me ever since. My son was 9 years of age at t
1/6/1997,13:00,Liverpool,Merseyside,,England: Liverpool. 7.6.1997. 13:00 pm. Oval shaped black object spotted. Flipping over on itself. Absolutely amazed.
1/6/1997,00:00,Cardiff,South Glamorgan,,large triangular object no sound at all
15/5/1997,16:00,Hove,East Sussex,,Driving west along sea road (A259) going back to Worthing from Brighton in late May 1997. Looking out to sea witnessed a metalic sphere
15/5/1997,13:00,Bedford,Bedfordshire,,"Triangular object over field in England on sunny day, 1997"
9/5/1997,20:00,Hull,North Humberside,,"Triangle shape, grey, flashed blue, glowing yellow circle"
1/5/1997,16:00,Torquay,Devon,,UFO in Torquay in the UK.
23/4/1997,21:30,Norwich,Norfolk,,Bright light floating in sky for 2minutes then slowly moved off and suddenly accelerated out of sight.
20/4/1997,19:30,Penryn,Cornwall,,Mir incident
17/3/1997,08:30,Marske-by-Sea/Redcar/Cleveland,,,a glowing orb close up
12/3/1997,18:20,Sunderland,Tyne ? Wear,,Two objects doing imposible manovers
1/3/1997,13:00,Lockerley,,,"Bright white isoseles triangle shape seen darting about in the sky, twice."
26/2/1997,19:00,London,London,,A LIGHT FOLLOWED AN AEROPLANE AND THEN THEY BOTH VANISHED. I WAS GOING DOWN THE M25.(A MOTORWAY GOING AROUND LONDON) WITH MY DAD. I
7/2/1997,22:30,Penrith,Cumbria,,I was approx 12/13 when a craft was outside my bedroom window and no we couldn’t see it but we both felt a vibrating in head
1/2/1997,18:30,Sunderland,Tyne ? Wear,,Two lights seen in Sunderland
9/1/1997,15:00,Margate,Kent,,"White Egg UFO in Margate, Kent. England"
8/1/1997,16:00,Worsley,,,"Tear drop shape, emitting dull gold glow at around 7000 feet. Moving at same speed as airliners in landing pattern in same vicinity."
8/1/1997,00:00,Manchester,Greater Manchester,,rotating triangle of light
1/1/1997,19:00,Monchengladbach,,,"Triangular shaped lights, low in a foggy sky, no noise, sped off in a second."
25/12/1996,19:00,London,London,,"Three round white lights fixed in triangle shape over London, UK night sky on 12.25.96 converged into one."
20/11/1996,19:00,Wirral,Merseyside,,three lights in formation.
15/11/1996,22:30,ThorntonCleveleys,,,"MANY BLACK TRIANGLE SIGHTINGS NOV 1996 AND FLASHES OF BRIGHT WHITE OR BLUE LIGHTS AT SAME TIME,LIGHTING UP ROOMS OR THE SKY.CREDIBLE AC"
11/11/1996,23:00,York,North Yorkshire,,"Fast travelling, in formation, rapid change of trajectory."
25/9/1996,22:00,Oxford,Oxfordshire,,Scanned by something
21/9/1996,23:00,Norwich,Norfolk,,"It was very simular to the one on your sight which was seen in Kirkland. It was a clear night with plenty of stars about, and i wa"
19/9/1996,22:00,WestYorkshire,,,"HBCCUFO CANADIAN REPORT: The object fly slowly over us and behind a hillside, making further observation impossible."
16/9/1996,17:30,Manchester,Greater Manchester,,"Riding Metro-Link Tram from Manchester to Altrincham(UK). Glanced up, don't know why, and glimpsed large Metallic Diamond shape gliding"
20/8/1996,17:00,Romford,Essex,,Disc shaped green ufo.
16/8/1996,21:00,Aberdeen,Aberdeenshire,,"I was out with friends, we saw what we thought were shooting stars, we were wrong."
15/8/1996,16:00,NewLeake,,,"Triangle craft seen in lincolnshire, united kingdom flying from north 2 south flahing green shockwaves just before warpin"
8/8/1996,21:00,Gloucester,Gloucestershire,,"It shifted, and no known aircarft to do does turns, without braking to peaces."
18/7/1996,15:50,NewLeake,,,"IT was Clearly A Spacecraft of somesort, It was completely black and it let off a green shockwave before every rapid burst of speed."
15/7/1996,22:00,Cumbria,,,A silver shaped object went down out of sight and what came into vision a second later was two orange light/objects flying skywards.
5/7/1996,13:30,London,London,,A simple pulsating light in an occean of blue
30/6/1996,20:30,Derbyshire,,,"While travelling from Sheffield to Crewe we encountered a ufo on the main A road east to west into Buxton. It was moving west to east,"
21/6/1996,21:45,Avebury,,,"Egg shaped ball of light UFO at Avebury, England during summer solstice 1996. Landed in field."
15/6/1996,22:00,Scunthorpe,South Humberside,,it was moving south towards london way
12/6/1996,17:00,Loanhead,Midlothian,,"U.F.O (ORANGE IN COLOUR) VANISHED FROM SIGHT AFTER 20-25 SECS, SPOTTED OVER MIDLOTHIAN, SCOTLAND, SUMMER OF 1996"
1/6/1996,04:30,Nottingham,Nottinghamshire,,bright glowing object left tracer mark as it sped off
1/6/1996,03:00,ScottishHighlands,,,large tryangle and 2 small spheres that came from it
1/6/1996,02:00,Colne,,,Non-aerodynamic movement of indeterminate object at high speed.
1/6/1996,00:00,Nottingham,Nottinghamshire,,object apeared in the heart of a storm I had gone out to watch rolling up the trent valley. It was a large delta shaped craft which emi
23/4/1996,19:20,GooseEye,,,Bright fast moving light making a pattern in the sky and leaving a slight trail.
6/4/1996,20:00,St.Helens,,,"Saucer shaped craft, stationary in sky at night, white visible silhouette no surface detail"
5/4/1996,15:00,BurgessHill,,,My husband was in the garden when he came rushing inside and said he had to use the phone to report something he had seen. he has an in
12/3/1996,17:30,Clacton-On-Sea,Essex,,Black triangle 1996 Essex England
11/3/1996,15:33,Salisbury,Wiltshire,,UFO was sighted to side of lane . I stopped car and got out to communicate with craft - which flew off at very high speed .
15/2/1996,19:30,Glasgow,Glasgow,,FEB 1996 SHAPE ROUND COLOUR BLACK SIGHTED CALDERBANK SCOTLAND
2/2/1996,20:00,Inverkeithing,,,"Saw black triangular, slow moving craft above me then experienced a time lapse unknown to myself."
28/1/1996,21:00,Peterborough,Cambridgeshire,,glowing triangles in East Anglia U.K.
21/1/1996,22:45,Walsall,West Midlands,,small red object with zore degree turning circle
6/1/1996,04:30,Nottingham,Nottinghamshire,,bright glowing object left tracer mark as it sped off
15/11/1995,17:30,Wednesbury,,,a triangla shape seen in sky changing speed and different colours
9/10/1995,02:00,Stirling,Stirlingshire,,Pyramids in Stirling - they just keep coming back !
1/10/1995,21:00,Taunton,Somerset,,"The object was made up of a formation of small lights, plus one light moving independantly around main formation"
1/10/1995,21:00,UK/England,,,I was stargazing when I saw a plane fly overhead towards the Irish sea. Flying beside the plane was a ball of light. The light circled
6/9/1995,01:30,Stirling,Stirlingshire,,A colourfull cloud that kept turning in on it'self
25/8/1995,13:26,Haslemere,Surrey,,the object was there for about ten secs then disapaired.
15/8/1995,13:30,Pidley,,,"The object was the size of a double decker bus, it had a search light and some other lights. It didn't make a sound."
14/8/1995,18:30,BurgessHill,,,Five circles of light undulating in the sky like a sidewinder snake
9/8/1995,20:30,Bournemouth,Dorset,,i was watching hallies comet one night when two orange coloured balls passed in front of me; they made no noise and moved in unison; i
8/8/1995,23:00,Sorn,,,When I was young I use to have no curtains in my bedroom. I used to have a very large chestnut tree about 100m outside my window. (
1/8/1995,16:00,Hull,North Humberside,,3 silver triangular objects over my house in 1995
24/7/1995,22:00,Romford,Essex,,Two pure white egg shaped objects joined by another .THEY FORM A TRIANGLE for a few seconds
8/7/1995,01:30,Billingham,,,Double disc with bell shaped dome 6 foot of ground 5 foot in front of me
22/6/1995,02:30,Worksop,Nottinghamshire,,Blocky looking flying saucer.
22/6/1995,02:30,Worksop,Nottinghamshire,,Blocky looking flying saucer.
20/6/1995,23:20,Sedgley,,,"2 illuminated conical ufo's emmitting flashing circus type lights over sedgley, UK"
15/6/1995,17:00,Chesterfield,Derbyshire,,"At first I thought the craft was shaped like a Big Mac. I thought, Great! Everyone else saw craft in the shape of a suacer and I see on"
7/6/1995,18:30,Pudsey,,,"3 triangular symbols, trumpet shaped underneath, black panels, metallic object."
3/6/1995,21:00,Durham,Co Durham,,"Dim small light shoots across sky in wavy line, nmo tail"
1/6/1995,21:00,Nottingham,Nottinghamshire,,Fast moving light chased by two helicopters and a.w.c.s
1/6/1995,19:00,Reading,Berkshire,,an object that was bright just disappeared when something strange happened to it.
13/4/1995,22:15,London,London,,"Nothing on Earth glows brightly, hovers and pitches directly upwards at that speed"
12/3/1995,22:33,Birmingham,West Midlands,,Flying object seen overhead travelling faster than the speed of sound
3/3/1995,22:30,Sunderland,Tyne ? Wear,,bizzare
6/1/1995,17:00,London,London,,GREEN BALL OF LIGHT APPROX 17.00 JANUARY 1995
29/12/1994,01:15,Halifax,West Yorkshire,,"Strange moving light spotted over Siddal, Halifax, England."
10/12/1994,20:00,UK/England,,,Large zeppelin shaped craft moves many miles effortlessly across London sky then disappears.
26/10/1994,02:30,Brixham.Devon,,,"the object moved at speed from one place to enother,then stopt and started follwing are boat then vanishd."
14/9/1994,23:20,Huntingdon,Cambridgeshire,,"Triangular silent aerial vehicle, big, lights on each corner"
15/8/1994,11:30,UK/England,,,"White disc shaped moving very fast North west direction,good clear video footage taken"
1/8/1994,22:00,Lenzie,,,"Vibrating, moving, dissapearing 'star'."
7/7/1994,07:30,NrAlton,,,Daylight. Large rectangular (not cigar) stationary in sky.
30/6/1994,22:00,Wadworth,,,Black Triangle over Wadworth UK 1994/95
30/6/1994,00:00,SouthLondon,,,i was about 9 years old when i was at my cousins house in bed looking out the window it was pitch black the stars where out from above
12/6/1994,15:40,Crawley,West Sussex,,"It appeared over me and sat there. Once i looked at it, it blinked out like a light."
12/5/1994,03:30,Loughborough,Leicestershire,,observed small ufo hovering over a field/farmhouse moving in a random fashion in all directions
5/5/1994,01:30,",stocton,on,tees",,,"UK Northeast disc gray,black if I took too steps forward I could have touched it"
1/5/1994,00:00,Sedgley,,,"Mysterious Mi-8 helicopter and crop circles in Sedgley, West Midlands, early 1990s."
20/3/1994,22:30,London,London,,Indefinate shaped craft changing colour from blue to red.
2/3/1994,21:30,Tewksbury,,,3 large lights move slowly across road.
23/11/1993,03:00,Essex,,,"I was being driven home by my ex-boyfriend, around about 3am in the morning, its November 1993, I was 17 years old then. I live in the"
1/11/1993,20:00,Sandy,Bedfordshire,,Cigar shaped silent craft flies low over Sandy then disappears
15/9/1993,15:00,Colchester,Essex,,We saw a large silver and brightly coloured cigar shape stationary for 5-7 minutes which just dissapeared
25/8/1993,00:30,CountyDurham,,,around ten white bright lights in the moors close to my home
29/7/1993,20:59,Caisteronsea.,,,Black kite/Diamond with lights at each point.
30/6/1993,22:00,Leicestershire,,,Glowing orange diamond
30/6/1993,00:00,Gateshead,Tyne ? Wear,,2 flat discs flying in zigzagged patterns.
20/6/1993,13:00,London,Greater London,,Hit holidays over the skies of Holloway overlooking Seven Sisters Road and a spaceman came down and started to walk on the pavement tow
15/6/1993,14:00,Kent,,,Thought it was the sun but it was too low. Can find no explaination
15/6/1993,04:00,Neyland,,,"the orange light passed directly over the house,humming and vibrating the window frame.it travelled north slowly"
15/6/1993,03:20,Peebles,,,Viewed at 200/300 yards using a rifle telescope it was very close and could not have been one of ours .
1/6/1993,20:00,London,London,,may 93 ].8pm ufo over north london
15/5/1993,20:00,London,London,,ufo sighted near alexandra palice north london
6/5/1993,02:00,Glasgow,Glasgow,,Triangular object - array of lights (multicoloured) - looked at it for about 20-30 seconds then it vanished
15/4/1993,00:00,London,London,,I know now that these ufo saucers visited and studied this part of north london between april and may 1993 their activities were intenc
31/3/1993,02:00,Birmingham,West Midlands,,I witnessed a turquoise colour configuration. It went on for hours. I watched the whole thing through leaded diamond shape windows. It
31/3/1993,00:00,Norfolk,,,"3-31-1993 at approximately midnight: Large, silent , motionless black triangle just above low cloud."
15/3/1993,21:30,Edinburgh,Edinburgh,,light in sky
1/3/1993,00:00,Merseyside,,,"3 shiny metallic spheres flew in highly complex patterns and appeared to ""play"" with each other."
18/12/1992,23:45,KingsLynn,,,observed UFO entering earths timescale via opened starlike-gate then watched it create a further Portal-gate to leav
11/12/1992,22:00,St.Andrews,,,large sphere on the ground which reflected multicoloured light when spotlight hit it.
5/9/1992,17:45,,,,One craft hovering above my house joined by another they stopped for a moment then sped off .
28/8/1992,05:30,Yorkshire,,,STRANGE SOUNDS COMING FROM OUT SIDE WENT TO INVESTERGATE THEN SAW STRANGE OBGECT IN SKY
22/8/1992,01:30,Antrobus,,,Floated above the lake towards us and then over us
30/6/1992,12:30,Somerset,,,one person now still remains hence brother dead
15/6/1992,02:00,Sedgefield,Co Durham,,Circles of light on pavement without beams
3/6/1992,07:36,Leeds,West Yorkshire,,A golden sphere traveling at a slow rate then it was gone in a flash like the star ship enterprise in warp drive?
11/1/1992,00:00,Newtown,Powys,,3 black silntly moving craft
5/12/1991,01:45,Gloucseter,,,the sound from the craft moved threw the air before we saw it about two minutes after we saw the craft it was triangular in shap and ve
14/10/1991,20:00,Kings Langley,Hertfordshire,,Green disc flew low over house
8/8/1991,23:55,Walesby,,,2 large orange spheres- one slightly behind the other- travelling extremely fast above cloud layer.
8/8/1991,01:24,Scarborough,North Yorkshire,,Quite windy with very low cloud base the likes of which I had never seen before except in Close Encounters
25/5/1991,22:30,Kirkcudbright,,,3 red triangles flying at speed in formation
15/3/1991,12:00,Hertfordshire,,,"fiery disc object seen moving across sky.moving away then returning, then moving away at high speed"
6/1/1991,04:30,Somerset,,,2 saucers/disc shaped silver/metallic craft seen very low in the sky by 6 people.
15/6/1990,16:00,NrWatford,,,"I was piloting a light aircraft, and I chased a round flying object that moved at very high speed"
15/6/1990,01:00,Renfrew,,,"Bright flourescent colour changing light seen near airport, viewed for 15 minutes slowly moving before departing"
1/6/1990,23:30,Durham,Co Durham,,gazing north west at a very clear night sky from my doorstep i noticed what i thought was a star heading toward earth iwatched it for a
1/6/1990,01:00,Chipping,,,"Incredible bright light flooding the room, accompanied by a drone or hum."
6/3/1990,15:15,Colwyn Bay,Clwyd,,Cigar shape craft around 20ft long being chased by 2 hawk jets
8/2/1990,21:00,Manchester,Greater Manchester,,Large Black Triangle with three Red Lights at each corner about 500 Meters big flew at about 100Feet!!!!
7/2/1990,11:00,York,North Yorkshire,,Very small cylinder type object viewed close up. Changed direction and dissapeared upwards.
7/1/1990,23:00,HookHampshire,,,UFO sighting Hook Hampshire UK
15/11/1989,10:00,IverHeath,,,it looks like smoke no thats a ufo mate.1989.
10/10/1989,23:00,Greenford,Middlesex,,It was like a huge black screen sitting above me in the sky blocking half the sky.
2/10/1989,23:00,Leeds,West Yorkshire,,It was near a RAF BASE when I saw in the distance about 7 flying humanoids.
16/8/1989,02:00,Birmingham,West Midlands,,a green fizzing ball the size of the moon travelling low and fast in the night sky ..
15/7/1989,21:00,Heacham,,,"2 equilateral triangular shapes formed by white lights at each point, spinning slowly directly above us, all sound around us stopped"
30/6/1989,19:00,Birmingham,West Midlands,,A red 'sun' that pulsed back and forth in an unbelievable way.
20/6/1989,21:30,London,London,,"UFO'S IN ENFIELD,MIDDLESEX"
11/1/1989,20:30,Shotts,,,Low flying object over a small town in Central Scotland. Completely silent.
15/10/1988,19:30,London,London,,Too big to be a balloon - i haven't been able to completely forget it. Would really like an explanation.
9/10/1988,21:00,Bridgend,Mid Glamorgan,,"The experience was not frightening, it was a beautiful craft that we saw and if it were to come back then it would be great!"
25/9/1988,14:00,Polpero,,,"At approximately 14.00 hrs whilst playing a game of table tennis outside, i looked almost directly into the clear sky above me. As some"
16/8/1988,23:20,Dudley,West Midlands,,Triangular craft flies very low over Dudley UK
20/7/1988,02:00,Nottingham,Nottinghamshire,,"Summer 1984, Cigar Shaped Craft seen in Nottingham U.K."
1/6/1988,12:00,UK/England,,,strange couple of objects
10/1/1988,21:30,Bellside/Wishaw,,,"large pink luminous globe ,bright flare close too moved at very low level silently"
15/11/1987,07:00,Brighton,East Sussex,,Lights off Brighton Beach.
21/10/1987,21:30,Swansea,West Glamorgan,,many witness slow moving huge triangular craft
21/10/1987,21:30,Swansea,West Glamorgan,,Triangular lights seen over Swansea and Port Talbot
7/10/1987,22:00,Liverpool,Merseyside,,"Orange, gliding ball of light shone into my bedroom window."
27/8/1987,00:00,Newquay,Cornwall,,"i live in newquay and on my balcony, me and my house mate and friend saw what we thought was a bright star but it had red,green and whi"
20/7/1987,23:00,Widnes,,,"OK, i put this behind me, but in 1987 i was walking home from the pub, and i heard a low humming noise i turned and there was a silver"
30/6/1987,19:30,Barking,Essex,,Glowing ball of light.
1/6/1987,02:00,Llandovery,Carmarthenshire,,Fairy lights at speed and fold over UFO
8/5/1987,02:00,NewgaleSands,,,"light ""answers"" beam shone at it."
28/1/1987,04:16,Dunstable,Bedfordshire,,Oval shaped craft dive bombed me!
17/1/1987,06:30,Llanelli,Dyfed,,(i did a paper round so i was up early) it was a clear but chilly january morning i was looking up at the stars in my back yard i went
1/11/1986,03:00,Stoke-on-Trent,Staffordshire,,"Whilst working as a security officer about 20 years ago, I saw something, that has left me without any doubts of the exsistance of ufo,"
17/7/1986,15:35,Gloucester,Gloucestershire,,"Black circle in sky, then shot off up wards in to the high sky"
5/7/1986,01:15,Coventry,West Midlands,,ORANGE TRIANGLE ACCROSS SKY AT NIGHT
15/6/1986,19:00,ChardTown,,,Lights scanning our town
15/6/1986,12:30,Oxford,Oxfordshire,,A Sphere in the sky that disappeared in a matter of seconds the size of the Moon
2/6/1986,18:00,Wiltshire,,,"Close Encounter With Three Disc Craft, February 1986"
1/6/1986,00:00,UK/England,,,6 years old wedding outside in dark no body around ship over head for seconds and flies off
15/5/1986,21:00,Liverpool,Merseyside,,"Rectangular, silent craft gliding over houses about 100 feet up."
15/5/1986,12:00,Fleetwood,Lancashire,,"A large solid metallic triangle craft, it was so close I could see the panels and rivets."
1/3/1986,16:00,Birmingham,West Midlands,,"One cube and one sphere (one red the other was black) over the Lickey Hills, stayed equidistant as they travelled in the air."
10/10/1985,20:25,Leeds,West Yorkshire,,three light in the sky that led to a big black silent triangle shaped craft.
15/7/1985,05:30,Birmingham,West Midlands,,Hazy human figured object following us through the park with technology and intelligence
30/6/1985,16:30,Leeds,West Yorkshire,,orange ball of light moving slowly through the sky.
30/6/1985,12:00,Somerset,,,Multiple experiences lost time and ufo sighting
12/6/1985,17:00,Upminster,Essex,,"I looked at it with a telescope, it was huge like a 8 storey building multiple lights like the strings on a harp but sideway"
7/10/1984,19:00,ChigwellEssex,,,High Altitude RED fast moving (later violently manouvering) oval/ bean shaped object Essex UK
23/9/1984,21:30,HintonBlewitt,,,"Triangular craft seen above me in Hinton Blewitt, England. 500 Lights On Object0: Yes"
15/9/1984,22:30,Gravesend,Kent,,The triangle shape with no sound.
20/8/1984,14:00,London,London,,See Below
14/8/1984,02:00,Dorsetcoast,,,"While sailing of the Dorset coast on a NE course towards Portland Bill, I saw a light in the sky that I can't explaine"
15/6/1984,04:00,London,London,,HUMMING CIGAR SHAPED OBJECT
8/2/1984,20:00,Brighton,East Sussex,,LAYING ON THE BEACH AT BRIGHTON MY MUM AND I SAW A TRIANGLE SHAPE OBJECT STATIONARY ABOVE US ABOUT 30 FEET IN THE AIR. IT WAS SO CLOSE
23/11/1983,20:33,Glasgow,Lanarkshire,,"Powercut so pitch black, I noticed an orange glowing ball a bit like the sun."
17/11/1983,19:00,Stafford,Staffordshire,,Strange light. The whole circumference of the ditch lit up.
16/11/1983,22:00,Scarborough,North Yorkshire,,"2 Red lights hovering together, then separating in different directions at immense speed."
1/10/1983,17:00,Birmingham,West Midlands,,"Firstly, I was stunned and stared at the object for what seemed minutes, but probably was only seconds. My first inclination was to bec"
31/7/1983,17:00,London,London,,flying saucer over waterloo bridge london
28/7/1983,14:00,Faibourne,,,"Grey square object made up of small square objects, moving through the sky at speed, daytime"
20/6/1983,13:00,BaldertonNewarkonTrent,,,3 of us witnessed three in daylight on a summers day a metal missile shape objects with silence and meatl fins
1/6/1983,18:45,Attleborough,Norfolk,,"I was walking out to a friends, she was having a makeup party. Think it was just before 7pm"
