Date and Time Reported,Date nuforc,Time norc,City,City2,county norc,occupation,Summary
08/30/2000 05:40,30/8/2000,05:40,Shropham Norfolk (UK/England),Shropham Norfolk ,#N/A,,"Bright light hovering unusually over trees , disappearing and reappearing at rapid speed."
08/30/2000 01:34,30/8/2000,01:34,Southampton (UK/England),Southampton ,#N/A,,dark triangle shaped aircraft no sound could be heard however we did notice after it had gone what sounded like thunder in the distance
08/29/2000 00:30,29/8/2000,00:30,Shropham Norfolk (UK/England),Shropham Norfolk ,#N/A,,A bright orange ball hovering in the sky .
08/28/2000 23:00,28/8/2000,23:00,Bracknell (UK/England),Bracknell ,#N/A,,bright light moving very quickly with no tail
08/28/2000 03:30,28/8/2000,03:30,North Tyneside (UK/England),North Tyneside ,#N/A,,I FINISH WORK AS A TAXI DRIVER AT AROUND 3 TO 4A.M.EACH MORNING. ON THIS PARTICULAR MORNING I WAS LOOKING OUT OF MY HOUSE WINDOW WHEN I
08/27/2000 15:30,27/8/2000,15:30,London (sw8.4jq) (UK/England),London  ,#N/A,,IT WAS WEDGE SHAPED SILVER AND SHINING AND SILENT.
08/25/2000 21:30,25/8/2000,21:30,Bootle (UK/England),Bootle ,#N/A,,I was walking along the beach (north) towards Southport When I noticed a or really felt a strong warm breeze go past me. As I looked up
08/23/2000 23:15,23/8/2000,23:15,Burgess Hill (UK/England),Burgess Hill ,#N/A,,Semi-circle light formation
08/18/2000 23:45,18/8/2000,23:45,"Widdrington/Morpeth, Northumberland (UK/England)",Widdrington/Morpeth,#N/A,,two bright lights traveling in circular movement going northward across northumberland
08/16/2000 22:00,16/8/2000,22:00,Hemel Hempstead (UK/England),Hemel Hempstead ,#N/A,,"the craft was large,golden in color,sphere shaped ,travelling fast........"
08/16/2000 03:30,16/8/2000,03:30,Nottinghamshire (UK/England),Nottinghamshire ,#N/A,,Circular UFO sited in the wymeswold area between Nottingham and Leicester.UK.on the A606.16.8.00/3.30am
08/12/2000 01:30,12/8/2000,01:30,Stockport (UK/England),Stockport ,#N/A,,observed 2 dull brown cigar shaped objects travelling very fast from east to west in a staggered parallel formation
08/11/2000 22:00,11/8/2000,22:00,Frimley (UK/England),Frimley ,#N/A,,Bright white light that did not flicker or fade
08/08/2000 22:45,8/8/2000,22:45,Edinburgh (over) (UK/Scotland),Edinburgh  ,#N/A,,cloudy sky light kept going round in circles over edinburgh hidden behind clouds clouds app 01:15 09/08/2000 police were reporting ligh
08/04/2000 22:45,4/8/2000,22:45,Sandown,Sandown,Berkshire,,"Night time, very fast, no sound, left a very brief chem trail same colour of the lights, traveled distance across sky disappeared."
08/01/2000 23:00,1/8/2000,23:00,Derby (UK/England),Derby ,#N/A,,My wife just happend to look up from watching T.V. and was engaged by the vividness of the colours.
08/01/2000 22:00,1/8/2000,22:00,Newcastle-upon-Tyne (UK/England),Newcastle-upon-Tyne ,#N/A,,A bright light was seen to be moving at great speed across the sky. My dad and I were sat in the garden watching it until it disappear
07/25/2000 22:00,25/7/2000,22:00,Lampeter (UK/Wales),Lampeter ,#N/A,,"A cluster of lights that just stood still and, as if they were watching me."
07/21/2000 12:20,21/7/2000,12:20,Sheffield (near) (UK/England),Sheffield  ,#N/A,,Craft was above my car. It was disc shaped and threw out a hundred speckled lights. It moved away slowly.
07/18/2000 12:00,18/7/2000,12:00,London (UK/England),London ,#N/A,,reflective disc hovering above the ground.
07/15/2000 22:20,15/7/2000,22:20,Bath (UK/England),Bath ,#N/A,,i saw it moveing from east to west it looked like a very slow fireball it had a pulsating light then it just turned off
07/01/2000 22:00,1/7/2000,22:00,Banbury (UK/England),Banbury ,#N/A,,"Two orange lights travelling at high speed above the Burton Dasset hills, England"
06/30/2000 20:30,30/6/2000,20:30,West Midlands (UK/England),West Midlands ,#N/A,,UNKNOWN AIRCRAFT EMITTTING LIGHTS RED/WHITE (FALLING FROM SKY/ NO IMPACT)
06/23/2000 21:55,23/6/2000,21:55,Exeter (UK/England),Exeter ,#N/A,,WHAT SCARED ME WAS HOW QUIET IT SUDDENLY BECAME.
06/22/2000 00:00,22/6/2000,00:00,Bolton (UK/England),Bolton ,#N/A,,"My wife & I saw - initially a bright star, but with binoculars, more of a ball of sparkly lights."
06/20/2000 23:45,20/6/2000,23:45,Manchester (near) (UK/England),Manchester  ,#N/A,,large 'craft' 20 foot above my car with blue lights
06/20/2000 22:00,20/6/2000,22:00,Southampton (UK/England),Southampton ,#N/A,,"i was driving with a mate of mine 1 night ,it was about 10pm we had just started to drive over a bridge just as we reached the other si"
06/11/2000 16:38,11/6/2000,16:38,Glenrothes (UK/Scotland),Glenrothes ,#N/A,,Glowing Spherical Orbs east of Glenrothes.
06/10/2000 12:30,10/6/2000,12:30,Sheffield (UK/England),Sheffield ,#N/A,,Four friens see strange triangles in the sky at night
06/07/2000 00:00,7/6/2000,00:00,Channel Islands & Norwich (UK/England),Channel Islands & Norwich ,#N/A,,Recent sightings over Norwich and the Channel Islands UK
06/07/2000 00:00,7/6/2000,00:00,Channel Islands & Norwich,Channel Islands & Norwich,#N/A,,Recent sightings over Norwich and the Channel Islands UK
06/05/2000 01:30,5/6/2000,01:30,Manchester (UK/England),Manchester ,#N/A,,IT MOVE TO SLOW AND FLEW TO LOW TO BE A PASSAGER PLANE
06/01/2000 04:30,1/6/2000,04:30,Saxton (a small village in Yorkshire) (UK/England),Saxton  ,#N/A,,"Silver sphere sighted in Yorkshire, UK in the early hours of June 2000."
05/29/2000 18:00,29/5/2000,18:00,Wolverhampton (UK/England),Wolverhampton ,#N/A,,formation of 3 lights speeding across sky
05/23/2000 23:00,23/5/2000,23:00,Chadwell St Mary (Choose State/Prov) (UK/England),Chadwell St Mary  ,#N/A,,lights circling around central light!
05/21/2000 04:50,21/5/2000,04:50,Glasgow (UK/Scotland),Glasgow ,#N/A,,2 craft - fast moving - strange design - unconventional motion - red light pulse mobilising the craft - would raf allow new jets in urb
05/15/2000 01:00,15/5/2000,01:00,Derby (UK/England),Derby ,#N/A,,10 UFO seen in space of 5 minutes moving in fleet formation
05/11/2000 22:00,11/5/2000,22:00,Scarborough (UK/England),Scarborough ,#N/A,,as i was driving from filey north yorkshire to hunmanby north yorkshire i saw a red light which appeared to be quite large and at low a
05/09/2000 21:50,9/5/2000,21:50,Billingham (UK/England),Billingham ,#N/A,,"driving to work ,i saw three lights in the sky,one of them hovered above my car for 2 mins ,my car lost power ,the engine cut out, i th"
05/07/2000 19:00,7/5/2000,19:00,London (NE) (UK/England),London  ,#N/A,,"TURPIN AVENUE, COLLIER ROW, ESSEX RM5 2HY. ABOVE AND TO THE REAR OF A LOW RISE BLOCK OF FLATS. LOW ALTITUDE, APROX 16 - 20 METRES WIDE?"
05/05/2000 02:00,5/5/2000,02:00,Hailsham (East Sussex) (UK/England),Hailsham  ,#N/A,,20+ Ball Shaped Objects
04/30/2000 05:00,30/4/2000,05:00,UK/England,UK/England,#N/A,,500 moving lights
04/30/2000 01:30,30/4/2000,01:30,Southampton (UK/England),Southampton ,#N/A,,large near black object triangle in shape
04/25/2000 19:00,25/4/2000,19:00,Coventry (UK/England),Coventry ,#N/A,,Photographs of a strange formation the appears to be in the sky.
04/19/2000 07:30,19/4/2000,07:30,London (About 200 miles west of) (UK/England),London  ,#N/A,,"Triangular object photographed out airplane window near London, UK."
04/15/2000 00:00,15/4/2000,00:00,Canon Frome Court (near Ledbury-Herefordshire) (UK/England),Canon Frome Court  ,#N/A,,I was sleeping in my bed but was not slept yet.Regarded a spining light on my bed.Looked out the window of the room and saw a huge fire
04/11/2000 19:00,11/4/2000,19:00,Wiltshire (UK/England),Wiltshire ,#N/A,,bright tearshaped craft flying erraticaly
04/10/2000 21:30,10/4/2000,21:30,"Brentwood, Essex (UK/England)",Brentwood,Essex,,Two brigt lights were moving towards us.
04/07/2000 01:15,7/4/2000,01:15,Cardross (UK/Scotland),Cardross ,#N/A,,"it was a green fireball like a firework or a flare coming from the sky and it lit up the road which i was driving on, it then flew acro"
04/04/2000 17:20,4/4/2000,17:20,Cumbernauld (UK/Scotland),Cumbernauld ,#N/A,,oval black with white or silver underside going very fast
03/20/2000 23:00,20/3/2000,23:00,Great Yarmouth (UK/England),Great Yarmouth ,#N/A,,we witnessed an hour long display of the unusual!!
03/20/2000 03:00,20/3/2000,03:00,"Evington, Leicester (UK/England)",Evington,#N/A,,we were walking back from a nightclub when we noticed that there were triangular objects in the air. At first we passed them off as pla
03/16/2000 00:30,16/3/2000,00:30,"Southampton, Hampshire (UK/England)",Southampton,Hampshire,,"looking out towards the moon, I looked at a cluster of stars to the right. I noticed the brightest star moving."
03/11/2000 19:10,11/3/2000,19:10,Rye (UK/England),Rye ,#N/A,,"i object bright light ,slow moving ,silent black objectegg shape moved away from central light-light stopped and retracked on itself"
03/08/2000 23:30,8/3/2000,23:30,Huddersfield (UK/England),Huddersfield ,#N/A,,"two egg shaped crafts hovering over Marsden moor, Huddersfield, uk."
03/06/2000 01:15,6/3/2000,01:15,Wrexham? (UK/England),Wrexham? ,#N/A,,The object seemed to be following me although there were other vehicles on the road.
02/28/2000 20:05,28/2/2000,20:05,"Andover, Hants (UK/England)",Andover,Hampshire,,"Me, my brother and a friend were going out to meet two friends when i noticed a blinding light in the sky. It stayed bright for two min"
02/24/2000 21:55,24/2/2000,21:55,Hebden Bridge (UK/England),Hebden Bridge ,#N/A,,"shaped like a tear drop but upside down i.e point down, seen through cloud cover, movment slow but erratic, someone a little further up"
02/21/2000 23:30,21/2/2000,23:30,Pennien Hills (UK/England),Pennien Hills ,#N/A,,the ship was flashing in red green and yellow sort of bobing up and down and side to side it was very fast thir was no sound
02/19/2000 23:00,19/2/2000,23:00,Swansea (UK/Wales),Swansea ,#N/A,,"dart shaped craft flying silently along the streets in swansea ,wales, uk"
02/16/2000 22:00,16/2/2000,22:00,Glasgow (Ayrshire) (UK/Scotland),Glasgow  ,#N/A,,4 lights in the sky stopping from high speed to 0 then moving across the sky eraticly no sound.
02/14/2000 15:34,14/2/2000,15:34,Todmorden (UK/England),Todmorden ,#N/A,,"a small ball of light or a highly reflective surface was following an aircraft, i looked up and saw a plane with a smoke trail flying h"
02/10/2000 03:00,10/2/2000,03:00,"Easthagbourne, Oxfordshire (UK/England)",Easthagbourne,#N/A,,60 or more UFOs seen by 5 witnesses over fields near a small village..........
01/24/2000 01:10,24/1/2000,01:10,Hull (The Quadrant Estate) (UK/England),Hull  ,#N/A,,"It looked like a star but circular shaped, with blue paricles dropping from it, then appeared to split in two and appeared white, them"
01/23/2000 01:18,23/1/2000,01:18,England (latitude 55 north) (UK/England),England  ,#N/A,,"two ufos heading due east, latitude 55 north on sunday gmt 1:18 on jan. 23, 2000 reported by ground observers and possibly radar; latt"
01/19/2000 22:30,19/1/2000,22:30,Potters Bar (UK/England),Potters Bar ,#N/A,,"7 objects bright, glowing in diamond formation. came very close then rapidly flew away changing speed and direction at incredible rates"
01/15/2000 00:00,15/1/2000,00:00,Elgin (UK/Scotland),Elgin ,#N/A,,Bright light seen hovering above a treeline near Scottish Air Base.
01/13/2000 23:30,13/1/2000,23:30,Motherwell (near Glasgow) (UK/Scotland),Motherwell  ,#N/A,,"While doing some amateur astronomy, I observed a large pulsating orange sphere moving very slowly from north to south. The sphere was t"
01/09/2000 15:30,9/1/2000,15:30,Worcester (Midlands) (UK/England),Worcester  ,#N/A,,"We had just turned off a slip road to get on to the motorway, as I was heading back to University, when I saw a light in the sky which"
01/08/2000 08:36,8/1/2000,08:36,"Beech Hill, Berkshire (UK/England)",Beech Hill,#N/A,,"Metallic sphere spotted in the sky, object was reflective, didn't move, after a minute it had vanished from sight..."
12/07/1999 23:00,7/12/1999,23:00,Royal Deeside (UK/Scotland),Royal Deeside ,#N/A,,"Followed a car 5 miles, then hovered over a building and then disappeared. Sighted the following night. Last night there were several i"
12/04/1999 04:45,4/12/1999,04:45,Glasgow (UK/Scotland),Glasgow ,#N/A,,"Glasgow, Scotland."
11/27/1999 08:20,27/11/1999,08:20,Moram (UK/Scotland),Moram ,#N/A,,Large sphere floating in two halfs then moving together before moving south.
11/15/1999 11:45,15/11/1999,11:45,"Lincoln, Lincolnshire (UK/England)",Lincoln,Lincolnshire,,Silenced by Military Police Laughed at by Metropolitan Police
11/15/1999 02:00,15/11/1999,02:00,Elgin (UK/Scotland),Elgin ,#N/A,,"Two lights, both red floating about 50 feet above the ground. A clear night. Visibility excellent. Stars between the lights were obscur"
11/03/1999 17:45,3/11/1999,17:45,"Kilburn, Derby (UK/England)",Kilburn,#N/A,,"I saw a light in the sky, looking much like a bright star. When I looked closer it was moving slowly up, then it shot up into the air."
10/30/1999 01:10,30/10/1999,01:10,"Darwen, Lancashire (UK/England)",Darwen,#N/A,,BLUISH-WHITE CIRCULAR LIGHT
10/28/1999 21:45,28/10/1999,21:45,Coventry,Coventry,West Midlands,,Like nothing that could be in the sky at this time
10/27/1999 21:00,27/10/1999,21:00,"Ripon, North Yorkshire (UK/England)",Ripon,North Yorkshire,,two orange balls next to each other moving eraticly then dissapered over near roof tops
10/26/1999 21:15,26/10/1999,21:15,Newport (UK/England),Newport ,#N/A,,"oval, lit up brigthly with flashing lights at the bottom."
10/15/1999 02:00,15/10/1999,02:00,Inverness (UK/Scotland),Inverness ,#N/A,,Four bright white lights moving in a row
10/15/1999 00:00,15/10/1999,00:00,Sheffield (UK/England),Sheffield ,#N/A,,THE UFO
10/13/1999 04:28,13/10/1999,04:28,East Kilbride (South Lanarkshire) (UK/Scotland),East Kilbride  ,#N/A,,"It was from a high flat window, several miles away high, really high up in the sky. I was scepticle as the object never moved, I could"
10/10/1999 22:00,10/10/1999,22:00,Dorset (UK/England),Dorset ,#N/A,,"Whilst out late night cycling (as i have done so for many years and am a hardy fellow);I paused at the cliff tops of our local beach,(a"
10/06/1999 14:00,6/10/1999,14:00,Birmingham (UK/England),Birmingham ,#N/A,,"small, oval object floating in the sky (not a balloon)"
10/05/1999 22:00,5/10/1999,22:00,Newcastle (Northumberland) (UK/England),Newcastle  ,#N/A,,"TRIANGULAR,BRIGHT,INCREDIBLE SPEED,AMAZINGLY HIGH UP,OUT OF CHARICTER TO ME."
09/30/1999 23:50,30/9/1999,23:50,Newcastle-upon-Tyne (UK/England),Newcastle-upon-Tyne ,#N/A,,Seven orange lights travelling N.E to S.W
09/26/1999 23:15,26/9/1999,23:15,Amesbury,Amesbury,Wiltshire,,Lit was not natural.
09/25/1999 00:45,25/9/1999,00:45,"Wilberfoss, York (UK/England)",Wilberfoss,#N/A,,"Blue/white fanning light, which closed to a point and gradually faded to ground level"
09/24/1999 22:00,24/9/1999,22:00,Beaconsfield (UK/England),Beaconsfield ,#N/A,,3 disks of dim light connected to triangular shape in night sky
09/23/1999 17:30,23/9/1999,17:30,Sunderland (UK/England),Sunderland ,#N/A,,there was a flash in the eastern sky then an object flashed over head from east to west leaving a trail behind it
09/18/1999 03:30,18/9/1999,03:30,London (Croydon) (UK/England),London  ,#N/A,,2 orange glows came over our heads no sound possibly possibly connected together but could see no shape constant speed sighted for abou
09/11/1999 23:05,11/9/1999,23:05,"Kilmarnock,Ayrshire (UK/Scotland)","Kilmarnock,Ayrshire ",#N/A,,It was a bright light that stood out in the sky as there were no other stars and it was too big to be a star.
09/11/1999 23:05,11/9/1999,23:05,"Kilmarnock, Aryshire (UK/Scotland)",Kilmarnock,Ayrshire,,It seemed to be observing my house. It started growing again then emitted a flash. I opened my eyes. The light was gone.
09/10/1999 00:30,10/9/1999,00:30,"Hemsby , Norfolk (UK/England)",Hemsby ,#N/A,,2 lights just appeared and moved rapidly across the sky paralel to each other then seemed to close in on eachother then drift away. the
09/05/1999 23:35,5/9/1999,23:35,Peterborough (UK/England),Peterborough ,#N/A,,"very large triangle,seven lights along leading edge,no noise,sean at night,on the 5/9/99."
09/01/1999 21:40,1/9/1999,21:40,Middlesbrough (UK/England),Middlesbrough ,#N/A,,bright teardrop descending
08/29/1999 16:14,29/8/1999,16:14,Salford (UK/England),Salford ,#N/A,,THE CRAFT WAS MOVING VERY FAST SHIMMERING GOLD/YELLOW I LIVE IN THE FLIGHT PATH OF MANCHESTER AIRPORT AT THE TIME A 747 WAS WINDING DOW
08/17/1999 17:00,17/8/1999,17:00,Guildford (UK/England),Guildford ,#N/A,,slowede down over our soccer game and spn there for about 40 seconds and left extrmely fast
08/15/1999 23:30,15/8/1999,23:30,"Newquay, Cornwall (UK/England)",Newquay,Cornwall,,Rapidly accelerating and direction changing blue ring of light seen for thirty seconds.
08/14/1999 23:25,14/8/1999,23:25,"Slough, Berks (UK/England)",Slough,Berkshire,,14 round objects flying in a v formation heading roughly east/south east of my posistion directly towards Heathrow Airport!(8 miles awa
08/11/1999 20:45,11/8/1999,20:45,Peterhead (Scotland),Peterhead ,#N/A,,"bright white object travelling very fast,trail dissipated after 1 second visible in daylight"
08/10/1999 02:30,10/8/1999,02:30,UK/Wales,UK/Wales,#N/A,,"CRAFT ABOUT 20 FEET LONG 15 FEET WIDE AT REAR THREE LIGHTS AT NOSE(RED,BLUE AND YELLOW)CLIFF TOP AT DUNRAVEN BEACH SOUTHERNDOWN S.WALES"
08/08/1999 12:00,8/8/1999,12:00,Crewe/Cheshire (UK/England),Crewe/Cheshire ,#N/A,,"""H"" shape high altitude moving e to w. looke pale blue/white.(imagine a civil craft at altitude) Clear blue sky.""H"" shape ""crosspiece"""
08/03/1999 02:45,3/8/1999,02:45,"Bishop Auckland, Durham (UK/England)",Bishop Auckland,Co Durham,,"very bright light, appeared to be an extremely bright star until it moved."
08/01/1999 22:00,1/8/1999,22:00,Deans,Deans,#N/A,,A formation of 3 lights
